Chr10_Group_1	chr10:318076
Chr6_Group_445	chr6:77168086
Chr6_Group_446	chr6:79822924
Chr6_Group_447	chr6:79826148
Chr6_Group_448	chr6:80926844
Chr6_Group_449	chr6:80880138
Chr6_Group_450	chr6:80956208
Chr6_Group_451	chr6:81094287
Chr6_Group_452	chr6:81796212
Chr6_Group_453	chr6:82127883
Chr6_Group_454	chr6:82257762
Chr6_Group_456	chr6:82464181
Chr6_Group_457	chr6:82614177
Chr6_Group_126683594	chr6:126869091
Chr6_Group_459	chr6:82794594
Chr6_Group_460	chr6:83648056
Chr6_Group_418	chr6:53177678
Chr6_Group_462	chr6:84336674
Chr6_Group_463	chr6:85118988
Chr6_Group_464	chr6:86117129
Chr6_Group_106435025	chr6:106435147
Chr6_Group_466	chr6:86693956
Chr6_Group_468	chr6:87867063
Chr6_Group_469	chr6:88133315
Chr6_Group_470	chr6:88902490
Chr6_Group_471	chr6:89732101
Chr6_Group_472	chr6:89879168
Chr6_Group_473	chr6:89918638
Chr6_Group_474	chr6:90657783
Chr6_Group_475	chr6:90949788
Chr6_Group_476	chr6:90941264
Chr6_Group_477	chr6:90928580
Chr6_Group_478	chr6:90957847
Chr6_Group_134173151	chr6:134184729
Chr6_Group_480	chr6:91208542
Chr6_Group_111872482	chr6:111872482
Chr6_Group_483	chr6:95156436
Chr6_Group_484	chr6:96459651
Chr6_Group_485	chr6:97052438
Chr6_Group_486	chr6:96853967
Chr6_Group_487	chr6:97058374
Chr6_Group_488	chr6:96893600
Chr6_Group_489	chr6:97410536
Chr6_Group_159470058	chr6:159469136
Chr6_Group_491	chr6:98187291
Chr6_Group_133480940	chr6:133480940
Chr6_Group_493	chr6:98212409
Chr6_Group_494	chr6:98279174
Chr6_Group_164295151	chr6:164295151
Chr6_Group_160952816	chr6:160969158
Chr6_Group_497	chr6:98477229
Chr6_Group_498	chr6:98426371
Chr6_Group_499	chr6:98432954
Chr6_Group_500	chr6:98602279
Chr6_Group_501	chr6:98421991
Chr6_Group_502	chr6:98557732
Chr6_Group_161153527	chr6:161145595
Chr6_Group_504	chr6:98578215
Chr6_Group_505	chr6:98585502
Chr6_Group_506	chr6:98611300
Chr6_Group_507	chr6:98790797
Chr6_Group_508	chr6:98990489
Chr6_Group_509	chr6:99596909
Chr6_Group_510	chr6:100116092
Chr6_Group_512	chr6:100760170
Chr6_Group_109703683	chr6:109743812
Chr6_Group_516	chr6:104678832
Chr6_Group_518	chr6:105180785
Chr6_Group_160992001	chr6:160992001
Chr6_Group_428	chr6:56780741
Chr6_Group_524	chr6:106036151
Chr6_Group_160799246	chr6:160799246
Chr6_Group_111424015	chr6:111424015
Chr6_Group_529	chr6:106522027
Chr6_Group_532	chr6:106613530
Chr6_Group_14723608	chr6:14721552
Chr6_Group_537	chr6:108017671
Chr6_Group_431	chr6:62195368
Chr6_Group_541	chr6:108858460
Chr6_Group_543	chr6:108865663
Chr6_Group_158929442	chr6:158929442
Chr6_Group_551	chr6:109574095
Chr6_Group_554	chr6:109602790
Chr6_Group_558	chr6:110717493
Chr6_Group_107551281	chr6:107558170
Chr6_Group_562	chr6:111473706
Chr6_Group_563	chr6:111554822
Chr6_Group_567	chr6:111747083
Chr6_Group_572	chr6:111926909
Chr6_Group_574	chr6:113144784
Chr6_Group_577	chr6:115513803
Chr6_Group_438	chr6:72193707
Chr6_Group_582	chr6:117114025
Chr6_Group_585	chr6:117786180
Chr6_Group_152345162	chr6:152351670
Chr6_Group_589	chr6:118572486
Chr6_Group_591	chr6:119043898
Chr6_Group_595	chr6:121730722
Chr6_Group_597	chr6:121846038
Chr6_Group_441	chr6:74476084
Chr6_Group_602	chr6:122719631
Chr6_Group_604	chr6:123122464
Chr6_Group_160506462	chr6:160506462
Chr6_Group_610	chr6:126820561
Chr6_Group_111655530	chr6:111792696
Chr6_Group_103	chr6:16291457
Chr6_Group_621	chr6:128390980
Chr6_Group_623	chr6:129834629
Chr6_Group_160961137	chr6:160931615
Chr6_Group_628	chr6:131044799
Chr6_Group_630	chr6:131757247
Chr6_Group_632	chr6:132830944
Chr6_Group_635	chr6:133562456
Chr6_Group_639	chr6:134773554
Chr6_Group_643	chr6:135412636
Chr6_Group_106588806	chr6:106583087
Chr6_Group_133812872	chr6:133812872
Chr6_Group_651	chr6:136133659
Chr6_Group_653	chr6:137287702
Chr6_Group_655	chr6:137675541
Chr6_Group_165075601	chr6:165075601
Chr6_Group_160625299	chr6:160901527
Chr6_Group_15082132	chr6:15082132
Chr6_Group_666	chr6:139842127
Chr6_Group_111	chr6:16972975
Chr6_Group_668	chr6:139857341
Chr6_Group_670	chr6:141859282
Chr6_Group_678	chr6:143076543
Chr6_Group_681	chr6:144385777
Chr6_Group_18	chr6:1340742
Chr6_Group_685	chr6:146665424
Chr6_Group_422631	chr6:421956
Chr6_Group_688	chr6:147971574
Chr6_Group_690	chr6:148521292
Chr6_Group_691	chr6:149329267
Chr6_Group_12124855	chr6:12142277
Chr6_Group_696	chr6:150358012
Chr6_Group_699	chr6:151252985
Chr6_Group_458	chr6:82703335
Chr6_Group_114975425	chr6:114975425
Chr6_Group_710	chr6:152032917
Chr6_Group_715	chr6:152285687
Chr6_Group_718	chr6:152554014
Chr6_Group_461	chr6:83918131
Chr6_Group_131924689	chr6:131924689
Chr6_Group_724	chr6:153917946
Chr6_Group_15180506	chr6:15178802
Chr6_Group_735	chr6:156384967
Chr6_Group_146897633	chr6:146908291
Chr6_Group_738	chr6:156913012
Chr6_Group_142907515	chr6:142907515
Chr6_Group_740	chr6:156938699
Chr6_Group_160668389	chr6:160705005
Chr6_Group_742	chr6:157549750
Chr6_Group_2050791	chr6:2050791
Chr6_Group_744	chr6:158092638
Chr6_Group_138187498	chr6:138188127
Chr6_Group_161074983	chr6:161074983
Chr6_Group_748	chr6:158722034
Chr6_Group_138195693	chr6:138197555
Chr6_Group_750	chr6:159105413
Chr6_Group_126986996	chr6:127077034
Chr6_Group_153381622	chr6:153411350
Chr6_Group_759	chr6:159699125
Chr6_Group_761	chr6:159893937
Chr6_Group_164463355	chr6:164470871
Chr6_Group_769	chr6:160519276
Chr6_Group_770	chr6:160505199
Chr6_Group_126010116	chr6:126013348
Chr6_Group_158219013	chr6:158295048
Chr6_Group_774	chr6:160570114
Chr6_Group_775	chr6:160581374
Chr6_Group_779	chr6:160631170
Chr6_Group_782	chr6:160803694
Chr6_Group_783	chr6:160719593
Chr6_Group_126049040	chr6:126069708
Chr6_Group_785	chr6:160796058
Chr6_Group_795	chr6:160960359
Chr6_Group_796	chr6:160868701
Chr6_Group_126964510	chr6:126964510
Chr6_Group_802	chr6:160910517
Chr6_Group_803	chr6:160948136
Chr6_Group_805	chr6:160953642
Chr6_Group_807	chr6:160964135
Chr6_Group_808	chr6:161018174
Chr6_Group_160842537	chr6:160849654
Chr6_Group_813	chr6:160989356
Chr6_Group_135052080	chr6:135052080
Chr6_Group_26534024	chr6:26534024
Chr6_Group_160766770	chr6:160866558
Chr6_Group_142750516	chr6:142750516
Chr6_Group_823	chr6:161022107
Chr6_Group_479	chr6:91030441
Chr6_Group_828	chr6:161087863
Chr6_Group_116312893	chr6:116488108
Chr6_Group_119102271	chr6:119102271
Chr6_Group_836	chr6:161152905
Chr6_Group_837	chr6:161163530
Chr6_Group_701	chr6:151816011
Chr6_Group_842	chr6:161221380
Chr6_Group_482	chr6:94913574
Chr6_Group_28	chr6:2838248
Chr6_Group_848	chr6:161465297
Chr6_Group_146563922	chr6:146563922
Chr6_Group_159335251	chr6:159335251
Chr6_Group_853	chr6:161697400
Chr6_Group_856	chr6:162147727
Chr6_Group_858	chr6:162590018
Chr6_Group_860	chr6:163033350
Chr6_Group_863	chr6:164030800
Chr6_Group_865	chr6:164452105
Chr6_Group_868	chr6:165157684
Chr6_Group_871	chr6:166155457
Chr6_Group_873	chr6:167352104
Chr6_Group_130345835	chr6:130345835
Chr6_Group_877	chr6:167548547
Chr6_Group_879	chr6:169587103
Chr6_Group_881	chr6:170379025
Chr6_Group_147	chr6:22351553
Chr6_Group_161004351	chr6:161004351
Chr6_Group_134214525	chr6:134214525
Chr6_Group_149	chr6:22602077
Chr6_Group_901	chr6:27187919
Chr6_Group_492	chr6:98204498
Chr6_Group_371	chr6:44030011
Chr6_Group_145812371	chr6:146129363
Chr6_Group_495	chr6:98256806
Chr6_Group_109285189	chr6:109294623
Chr6_Group_496	chr6:98297832
Chr6_Group_108864419	chr6:108942375
Chr6_Group_123118500	chr6:123118500
Chr6_Group_838	chr6:161235142
Chr6_Group_118559658	chr6:118776645
Chr6_Group_947	chr6:126598136
Chr6_Group_11508671	chr6:11508671
Chr6_Group_117210052	chr6:117233797
Chr6_Group_965	chr6:149834574
Chr6_Group_160867272	chr6:160867272
Chr6_Group_503	chr6:98567267
Chr6_Group_156150733	chr6:156150733
Chr6_Group_84280275	chr6:84280275
Chr6_Group_160942926	chr6:160942926
Chr6_Group_10982359	chr6:11027340
Chr6_Group_117522156	chr6:117522156
Chr6_Group_1903590	chr6:1903590
Chr6_Group_851	chr6:161654115
Chr6_Group_160838646	chr6:160838646
Chr6_Group_170	chr6:25823745
Chr6_Group_12903435	chr6:12914492
Chr6_Group_162800665	chr6:162800665
Chr6_Group_122131485	chr6:122141294
Chr6_Group_156916766	chr6:156916766
Chr6_Group_161197087	chr6:161197087
Chr6_Group_376	chr6:44233420
Chr6_Group_161125419	chr6:161125419
Chr6_Group_151942194	chr6:151942521
Chr6_Group_179	chr6:26112915
Chr6_Group_521	chr6:105407662
Chr6_Group_10951737	chr6:10951737
Chr6_Group_108856378	chr6:108856378
Chr6_Group_100953148	chr6:101043612
Chr6_Group_135437386	chr6:135459496
Chr6_Group_161127501	chr6:161127501
Chr6_Group_161551439	chr6:161551439
Chr6_Group_109268050	chr6:109268455
Chr6_Group_161031253	chr6:161031253
Chr6_Group_106667535	chr6:106667535
Chr6_Group_378	chr6:44538139
Chr6_Group_187	chr6:26267755
Chr6_Group_142668901	chr6:142759844
Chr6_Group_161018985	chr6:161018985
Chr6_Group_145994858	chr6:145994858
Chr6_Group_2507901	chr6:2507901
Chr6_Group_142548099	chr6:142548099
Chr6_Group_121781390	chr6:121781390
Chr6_Group_721	chr6:153320618
Chr6_Group_539	chr6:108131298
Chr6_Group_149972132	chr6:149972132
Chr6_Group_151207078	chr6:151207078
Chr6_Group_119000232	chr6:119000232
Chr6_Group_154025139	chr6:154025139
Chr6_Group_161068235	chr6:161068235
Chr6_Group_117871836	chr6:117871836
Chr6_Group_110716136	chr6:110715360
Chr6_Group_102886643	chr6:102886643
Chr6_Group_1617143	chr6:1616704
Chr6_Group_11734264	chr6:11734264
Chr6_Group_106474749	chr6:106474749
Chr6_Group_1510658	chr6:1510658
Chr6_Group_167360389	chr6:167450615
Chr6_Group_127436064	chr6:127467017
Chr6_Group_561	chr6:111598058
Chr6_Group_133315804	chr6:133333370
Chr6_Group_224	chr6:28970360
Chr6_Group_161137990	chr6:161137990
Chr6_Group_25297121	chr6:25297121
Chr6_Group_142959945	chr6:142940610
Chr6_Group_167394634	chr6:167382432
Chr6_Group_137452908	chr6:137452908
Chr6_Group_169571693	chr6:169571693
Chr6_Group_152714606	chr6:152752589
Chr6_Group_116446576	chr6:116445155
Chr6_Group_149577079	chr6:149592976
Chr6_Group_235	chr6:29530974
Chr6_Group_129820038	chr6:129820038
Chr6_Group_105147784	chr6:105147784
Chr6_Group_388	chr6:45329656
Chr6_Group_490	chr6:97613773
Chr6_Group_151895456	chr6:151892124
Chr6_Group_730	chr6:154954420
Chr6_Group_109583799	chr6:109583799
Chr6_Group_526	chr6:106207921
Chr6_Group_160670282	chr6:160672422
Chr6_Group_105348544	chr6:105407438
Chr6_Group_151872963	chr6:151885734
Chr6_Group_49	chr6:7143011
Chr6_Group_147535305	chr6:147619302
Chr6_Group_247	chr6:33143948
Chr6_Group_108053969	chr6:108053969
Chr6_Group_136001003	chr6:136001003
Chr6_Group_150992370	chr6:150998570
Chr6_Group_148514301	chr6:148514301
Chr6_Group_160878078	chr6:160878078
Chr6_Group_3466767	chr6:3466767
Chr6_Group_157855250	chr6:157855250
Chr6_Group_161017363	chr6:161017363
Chr6_Group_14161434	chr6:14161434
Chr6_Group_135411228	chr6:135420839
Chr6_Group_161029670	chr6:161029670
Chr6_Group_28012083	chr6:28012083
Chr6_Group_135405122	chr6:135410063
Chr6_Group_268	chr6:34156444
Chr6_Group_139951690	chr6:139951690
Chr6_Group_128278798	chr6:128286753
Chr6_Group_107441753	chr6:107441765
Chr6_Group_16109163	chr6:16109163
Chr6_Group_135626348	chr6:135682851
Chr6_Group_137967214	chr6:137984925
Chr6_Group_618	chr6:127600630
Chr6_Group_151914113	chr6:151950735
Chr6_Group_111543944	chr6:111669176
Chr6_Group_280	chr6:34823187
Chr6_Group_465	chr6:86624320
Chr6_Group_166178451	chr6:166178451
Chr6_Group_6316313	chr6:6316313
Chr6_Group_111582885	chr6:111628299
Chr6_Group_130354855	chr6:130361790
Chr6_Group_127454893	chr6:127454893
Chr6_Group_160820922	chr6:160820922
Chr6_Group_137811647	chr6:137811647
Chr6_Group_159801024	chr6:159801024
Chr6_Group_288	chr6:35033854
Chr6_Group_971	chr6:160889898
Chr6_Group_135499460	chr6:135499460
Chr6_Group_127409882	chr6:127423263
Chr6_Group_149059291	chr6:149059291
Chr6_Group_160569068	chr6:160571668
Chr6_Group_809	chr6:161050610
Chr6_Group_162161619	chr6:162161619
Chr6_Group_159629045	chr6:159625066
Chr6_Group_160903911	chr6:160903911
Chr6_Group_161089307	chr6:161089307
Chr6_Group_166016800	chr6:166016800
Chr6_Group_646	chr6:135452152
Chr6_Group_126179111	chr6:126179111
Chr6_Group_100208438	chr6:100208438
Chr6_Group_105406274	chr6:105406274
Chr6_Group_127020869	chr6:127020869
Chr6_Group_311	chr6:38106844
Chr6_Group_154947408	chr6:154921821
Chr6_Group_161283929	chr6:161175929
Chr6_Group_158572379	chr6:158572379
Chr6_Group_152110943	chr6:152110943
Chr6_Group_154478440	chr6:154474832
Chr6_Group_151803754	chr6:151803754
Chr6_Group_136368005	chr6:136368005
Chr6_Group_831	chr6:161125631
Chr6_Group_160955713	chr6:160955713
Chr6_Group_64	chr6:9291883
Chr6_Group_151900047	chr6:151905959
Chr6_Group_10895260	chr6:10895260
Chr6_Group_763	chr6:160379096
Chr6_Group_747	chr6:158533560
Chr6_Group_270	chr6:34189612
Chr6_Group_160987060	chr6:160987060
Chr6_Group_107444153	chr6:107445346
Chr6_Group_163	chr6:25574789
Chr6_Group_112132032	chr6:112127129
Chr6_Group_13713366	chr6:13717944
Chr6_Group_152229850	chr6:152223964
Chr6_Group_817	chr6:161005389
Chr6_Group_135282656	chr6:135336309
Chr6_Group_138006504	chr6:137982869
Chr6_Group_161667052	chr6:161667052
Chr6_Group_157419508	chr6:157419508
Chr6_Group_442357	chr6:442357
Chr6_Group_818	chr6:161006077
Chr7_Group_1	chr7:1070985
Chr7_Group_9	chr7:3128789
Chr7_Group_10	chr7:3171020
Chr7_Group_11	chr7:3318658
Chr7_Group_12	chr7:3425890
Chr7_Group_13	chr7:4118377
Chr7_Group_14	chr7:4772788
Chr7_Group_16	chr7:5268516
Chr7_Group_17	chr7:6054389
Chr7_Group_20	chr7:6449272
Chr7_Group_22	chr7:6521344
Chr7_Group_23	chr7:6704332
Chr7_Group_24	chr7:6749758
Chr7_Group_26	chr7:7286445
Chr7_Group_27	chr7:7273440
Chr7_Group_28	chr7:7800687
Chr7_Group_29	chr7:8018180
Chr7_Group_141844510	chr7:141844510
Chr7_Group_31	chr7:8109522
Chr7_Group_33	chr7:8035497
Chr7_Group_34	chr7:8056076
Chr7_Group_142327843	chr7:142375566
Chr7_Group_23521316	chr7:23502000
Chr7_Group_22732839	chr7:22732839
Chr7_Group_40	chr7:14245377
Chr7_Group_45	chr7:16700798
Chr7_Group_100493359	chr7:100475169
Chr7_Group_49	chr7:17134708
Chr7_Group_50	chr7:17303778
Chr7_Group_113467444	chr7:113467444
Chr7_Group_54	chr7:17612385
Chr7_Group_59	chr7:18200463
Chr7_Group_61	chr7:18737197
Chr7_Group_21938240	chr7:21934519
Chr7_Group_65	chr7:19031935
Chr7_Group_120449091	chr7:120449091
Chr7_Group_68	chr7:19477981
Chr7_Group_116191301	chr7:116192534
Chr7_Group_70	chr7:19616522
Chr7_Group_136642634	chr7:136609367
Chr7_Group_76	chr7:20560996
Chr7_Group_78	chr7:21412762
Chr7_Group_80	chr7:21485397
Chr7_Group_105658451	chr7:105667478
Chr7_Group_135346262	chr7:135346262
Chr7_Group_87	chr7:22746564
Chr7_Group_89	chr7:22853521
Chr7_Group_90	chr7:22882291
Chr7_Group_18896988	chr7:18887692
Chr7_Group_93	chr7:23210129
Chr7_Group_99	chr7:24735004
Chr7_Group_100	chr7:24749429
Chr7_Group_101	chr7:25604123
Chr7_Group_102	chr7:25879582
Chr7_Group_104	chr7:25950545
Chr7_Group_105	chr7:25991826
Chr7_Group_106	chr7:25997536
Chr7_Group_107	chr7:26070765
Chr7_Group_108	chr7:26397239
Chr7_Group_109	chr7:26892052
Chr7_Group_110	chr7:26943687
Chr7_Group_111	chr7:27138183
Chr7_Group_112	chr7:27163863
Chr7_Group_113	chr7:27231595
Chr7_Group_114	chr7:27223771
Chr7_Group_115	chr7:27231762
Chr7_Group_116	chr7:27344758
Chr7_Group_117	chr7:27784949
Chr7_Group_118	chr7:27982983
Chr7_Group_120	chr7:28180675
Chr7_Group_121	chr7:28167391
Chr7_Group_123	chr7:28190121
Chr7_Group_124	chr7:28167574
Chr7_Group_125	chr7:28196195
Chr7_Group_126	chr7:28183702
Chr7_Group_127	chr7:28277107
Chr7_Group_128	chr7:28307305
Chr7_Group_129	chr7:28356889
Chr7_Group_130	chr7:28724374
Chr7_Group_131	chr7:29132279
Chr7_Group_132	chr7:30937178
Chr7_Group_133	chr7:30957702
Chr7_Group_134	chr7:31302391
Chr7_Group_135	chr7:32211433
Chr7_Group_136	chr7:32312701
Chr7_Group_137	chr7:32345283
Chr7_Group_138	chr7:32493169
Chr7_Group_139	chr7:32919927
Chr7_Group_140	chr7:32953295
Chr7_Group_141	chr7:32955265
Chr7_Group_142	chr7:33256039
Chr7_Group_144	chr7:33469241
Chr7_Group_145	chr7:35306144
Chr7_Group_146	chr7:35258277
Chr7_Group_147	chr7:35295365
Chr7_Group_148	chr7:35554788
Chr7_Group_149	chr7:36084795
Chr7_Group_150	chr7:37374510
Chr7_Group_151	chr7:37409659
Chr7_Group_100298904	chr7:100322005
Chr7_Group_153	chr7:37446686
Chr7_Group_154	chr7:37841534
Chr7_Group_155	chr7:37938422
Chr7_Group_141672604	chr7:141672974
Chr7_Group_157	chr7:37985010
Chr7_Group_158	chr7:37989095
Chr7_Group_159	chr7:38004406
Chr7_Group_160	chr7:37988311
Chr7_Group_161	chr7:38126456
Chr7_Group_162	chr7:38913017
Chr7_Group_163	chr7:39037916
Chr7_Group_164	chr7:39090698
Chr7_Group_165	chr7:39418538
Chr7_Group_166	chr7:39972125
Chr7_Group_168	chr7:40436538
Chr7_Group_169	chr7:40866663
Chr7_Group_170	chr7:40920313
Chr7_Group_171	chr7:41467946
Chr7_Group_172	chr7:41470093
Chr7_Group_173	chr7:42131390
Chr7_Group_174	chr7:42188400
Chr7_Group_175	chr7:42729855
Chr7_Group_177	chr7:44245543
Chr7_Group_178	chr7:44239682
Chr7_Group_179	chr7:44246271
Chr7_Group_180	chr7:44276651
Chr7_Group_181	chr7:44581865
Chr7_Group_183	chr7:44774644
Chr7_Group_184	chr7:44800176
Chr7_Group_185	chr7:44867422
Chr7_Group_187	chr7:45009341
Chr7_Group_100309180	chr7:100309180
Chr7_Group_189	chr7:46006655
Chr7_Group_191	chr7:45646852
Chr7_Group_116189376	chr7:116194878
Chr7_Group_193	chr7:45899250
Chr7_Group_194	chr7:46016662
Chr7_Group_195	chr7:46009105
Chr7_Group_196	chr7:45984820
Chr7_Group_198	chr7:46094089
Chr7_Group_199	chr7:46201355
Chr7_Group_135293128	chr7:135293128
Chr7_Group_201	chr7:46402269
Chr7_Group_202	chr7:46630522
Chr7_Group_203	chr7:46753553
Chr7_Group_121200844	chr7:121196047
Chr7_Group_208	chr7:47442582
Chr7_Group_209	chr7:47447370
Chr7_Group_121018579	chr7:120999955
Chr7_Group_212	chr7:49616203
Chr7_Group_213	chr7:50175654
Chr7_Group_214	chr7:50253897
Chr7_Group_215	chr7:50287066
Chr7_Group_216	chr7:50271130
Chr7_Group_217	chr7:50304483
Chr7_Group_218	chr7:50266634
Chr7_Group_219	chr7:50325233
Chr7_Group_220	chr7:50345219
Chr7_Group_221	chr7:50370254
Chr7_Group_222	chr7:50432465
Chr7_Group_224	chr7:50436731
Chr7_Group_225	chr7:50443141
Chr7_Group_226	chr7:50444152
Chr7_Group_227	chr7:50472465
Chr7_Group_228	chr7:50610379
Chr7_Group_229	chr7:50565827
Chr7_Group_230	chr7:50754667
Chr7_Group_231	chr7:50807425
Chr7_Group_233	chr7:50901491
Chr7_Group_234	chr7:51027194
Chr7_Group_235	chr7:52006415
Chr7_Group_237	chr7:54182781
Chr7_Group_238	chr7:54916280
Chr7_Group_239	chr7:55134872
Chr7_Group_241	chr7:56088179
Chr7_Group_242	chr7:65658354
Chr7_Group_243	chr7:66421446
Chr7_Group_244	chr7:68050413
Chr7_Group_245	chr7:68599878
Chr7_Group_246	chr7:68624342
Chr7_Group_102519031	chr7:102519031
Chr7_Group_249	chr7:69476863
Chr7_Group_250	chr7:69409378
Chr7_Group_251	chr7:69768826
Chr7_Group_252	chr7:69406661
Chr7_Group_253	chr7:69937950
Chr7_Group_255	chr7:70012519
Chr7_Group_256	chr7:70211027
Chr7_Group_257	chr7:71793373
Chr7_Group_258	chr7:72129667
Chr7_Group_259	chr7:72247800
Chr7_Group_260	chr7:72767451
Chr7_Group_261	chr7:73056805
Chr7_Group_19030278	chr7:19030278
Chr7_Group_156258568	chr7:156258568
Chr7_Group_265	chr7:73187952
Chr7_Group_266	chr7:73945089
Chr7_Group_267	chr7:73940978
Chr7_Group_268	chr7:74101909
Chr7_Group_269	chr7:74126034
Chr7_Group_270	chr7:74236723
Chr7_Group_271	chr7:75168174
Chr7_Group_273	chr7:75247329
Chr7_Group_274	chr7:75442294
Chr7_Group_275	chr7:75442730
Chr7_Group_276	chr7:75460567
Chr7_Group_16707861	chr7:16707861
Chr7_Group_278	chr7:75471002
Chr7_Group_280	chr7:75616105
Chr7_Group_281	chr7:75664921
Chr7_Group_282	chr7:76609043
Chr7_Group_283	chr7:76720582
Chr7_Group_284	chr7:77018542
Chr7_Group_285	chr7:77396841
Chr7_Group_287	chr7:77484283
Chr7_Group_288	chr7:77828940
Chr7_Group_289	chr7:78336677
Chr7_Group_290	chr7:80045198
Chr7_Group_291	chr7:80216205
Chr7_Group_292	chr7:80227487
Chr7_Group_293	chr7:80320633
Chr7_Group_294	chr7:80858944
Chr7_Group_295	chr7:80901619
Chr7_Group_296	chr7:81359051
Chr7_Group_297	chr7:81407080
Chr7_Group_298	chr7:82468374
Chr7_Group_299	chr7:82977124
Chr7_Group_300	chr7:83001555
Chr7_Group_301	chr7:83008102
Chr7_Group_302	chr7:83267983
Chr7_Group_303	chr7:83637597
Chr7_Group_132927792	chr7:132927792
Chr7_Group_120725809	chr7:120784662
Chr7_Group_306	chr7:84197311
Chr7_Group_307	chr7:84336015
Chr7_Group_308	chr7:86294952
Chr7_Group_309	chr7:86427626
Chr7_Group_310	chr7:87101945
Chr7_Group_101552440	chr7:101552440
Chr7_Group_313	chr7:89977760
Chr7_Group_314	chr7:91630620
Chr7_Group_315	chr7:92097611
Chr7_Group_316	chr7:92250287
Chr7_Group_317	chr7:92273578
Chr7_Group_318	chr7:92408329
Chr7_Group_2814271	chr7:2843775
Chr7_Group_320	chr7:92658346
Chr7_Group_321	chr7:92682609
Chr7_Group_322	chr7:93095867
Chr7_Group_323	chr7:93195221
Chr7_Group_324	chr7:93550512
Chr7_Group_325	chr7:94113799
Chr7_Group_326	chr7:94938257
Chr7_Group_327	chr7:94955112
Chr7_Group_328	chr7:95169514
Chr7_Group_329	chr7:95600368
Chr7_Group_330	chr7:95726175
Chr7_Group_331	chr7:96119481
Chr7_Group_332	chr7:96126016
Chr7_Group_333	chr7:96143804
Chr7_Group_334	chr7:96134981
Chr7_Group_335	chr7:96316602
Chr7_Group_336	chr7:96457119
Chr7_Group_337	chr7:96562911
Chr7_Group_339	chr7:96658352
Chr7_Group_340	chr7:97816327
Chr7_Group_341	chr7:97993362
Chr7_Group_343	chr7:98526557
Chr7_Group_345	chr7:98755441
Chr7_Group_346	chr7:98759117
Chr7_Group_348	chr7:99518141
Chr7_Group_349	chr7:98957880
Chr7_Group_350	chr7:99240179
Chr7_Group_351	chr7:99744408
Chr7_Group_353	chr7:99190997
Chr7_Group_355	chr7:99393700
Chr7_Group_356	chr7:99102936
Chr7_Group_357	chr7:99286639
Chr7_Group_358	chr7:99531755
Chr7_Group_359	chr7:99489571
Chr7_Group_361	chr7:99593346
Chr7_Group_362	chr7:99635967
Chr7_Group_363	chr7:99765789
Chr7_Group_372	chr7:100218631
Chr7_Group_100512119	chr7:100512119
Chr7_Group_377	chr7:100293239
Chr7_Group_100315517	chr7:100315517
Chr7_Group_382	chr7:100314474
Chr7_Group_150690176	chr7:150690176
Chr7_Group_389	chr7:100769538
Chr7_Group_392	chr7:101433018
Chr7_Group_395	chr7:101536726
Chr7_Group_397	chr7:101699736
Chr7_Group_398	chr7:101884396
Chr7_Group_399	chr7:103138865
Chr7_Group_127130001	chr7:127147479
Chr7_Group_405	chr7:104903659
Chr7_Group_406	chr7:104667334
Chr7_Group_22768027	chr7:22768027
Chr7_Group_412	chr7:107244545
Chr7_Group_139942304	chr7:139942304
Chr7_Group_417	chr7:107782200
Chr7_Group_110074276	chr7:110061584
Chr7_Group_132954533	chr7:132954533
Chr7_Group_423	chr7:111328397
Chr7_Group_20541865	chr7:20540060
Chr7_Group_427	chr7:113267859
Chr7_Group_430	chr7:113865735
Chr7_Group_107237807	chr7:107233916
Chr7_Group_106359216	chr7:106348757
Chr7_Group_433	chr7:113989202
Chr7_Group_434	chr7:114313218
Chr7_Group_437	chr7:114596841
Chr7_Group_439	chr7:115368366
Chr7_Group_20994491	chr7:20994491
Chr7_Group_113904061	chr7:113904061
Chr7_Group_446	chr7:116190597
Chr7_Group_449	chr7:116484108
Chr7_Group_453	chr7:117148414
Chr7_Group_458	chr7:117523709
Chr7_Group_459	chr7:119606632
Chr7_Group_461	chr7:120579637
Chr7_Group_464	chr7:120903815
Chr7_Group_20376018	chr7:20403801
Chr7_Group_469	chr7:121204433
Chr7_Group_471	chr7:122482977
Chr7_Group_475	chr7:124462661
Chr7_Group_477	chr7:126970046
Chr7_Group_479	chr7:127170015
Chr7_Group_483	chr7:127246903
Chr7_Group_484	chr7:127862802
Chr7_Group_489	chr7:128568960
Chr7_Group_129249773	chr7:129276573
Chr7_Group_154210798	chr7:154210798
Chr7_Group_496	chr7:129602879
Chr7_Group_498	chr7:130013638
Chr7_Group_500	chr7:130445981
Chr7_Group_501	chr7:130585553
Chr7_Group_425	chr7:112722196
Chr7_Group_149289464	chr7:149289464
Chr7_Group_505	chr7:130758576
Chr7_Group_508	chr7:131059056
Chr7_Group_511	chr7:131567263
Chr7_Group_514	chr7:132902015
Chr7_Group_516	chr7:132961738
Chr7_Group_107592198	chr7:107592198
Chr7_Group_129663496	chr7:129663496
Chr7_Group_521	chr7:133606631
Chr7_Group_522	chr7:133642742
Chr7_Group_524	chr7:134369310
Chr7_Group_128573967	chr7:128576816
Chr7_Group_530	chr7:135329978
Chr7_Group_12261911	chr7:12253568
Chr7_Group_537	chr7:139757136
